timestamp;process_stage;active_power_mw;reactive_power_mvar;power_factor;electrode_current_1_ka;electrode_current_2_ka;electrode_current_3_ka;arc_voltage_v;short_circuit_current_ka;electrode_impedance_1_mohm;electrode_impedance_2_mohm;electrode_impedance_3_mohm;harmonic_distortion_percent;flicker_severity;bath_temperature_c;roof_temperature_c;exhaust_gas_temp_c;cooling_water_temp_in_c;cooling_water_temp_out_c;refractory_wear_rate_mm_per_heat;heat_loss_through_walls_mw;carbon_content_percent;silicon_content_percent;manganese_content_percent;phosphorus_content_percent;sulfur_content_percent;oxygen_activity_ppm;nitrogen_content_ppm;hydrogen_content_ppm;aluminum_content_percent;offgas_flow_rate_knm3_per_h;co_content_percent;co2_content_percent;h2_content_percent;o2_content_percent;dust_content_g_per_m3;baghouse_differential_pressure_pa;slag_basicity;feo_content_in_slag_percent;mgo_content_in_slag_percent;slag_viscosity_pa_s;slag_temperature_c;slag_weight_tons;electrode_consumption_rate_kg_per_t;electrode_position_1_mm;electrode_position_2_mm;electrode_position_3_mm;furnace_pressure_pa;vibration_level_mm_per_s;specific_energy_consumption_kwh_per_t;oxygen_injection_rate_nm3_per_min;carbon_injection_rate_kg_per_min;lime_injection_rate_kg_per_min;scrap_to_hot_metal_ratio;arc_noise_level_db;frequency_spectrum_100hz_db;frequency_spectrum_1000hz_db;frequency_spectrum_5000hz_db;wall_refractory_thickness_mm;hearth_refractory_thickness_mm;heats_since_relining;expected_remaining_heats;efficiency_percent
2025-01-02 16:00:00;charging;90.17;45.23;0.78;49.83;48.75;38.81;400.2;113.7;3.281;3.761;3.28;5.47;3.91;1619.8;908.0;1582.5;25.2;50.2;0.678;16.52;0.091;0.177;0.41;0.0164;0.0135;507.1;226.3;6.66;0.0262;196.6;65.6;14.8;9.3;0.76;20.02;1263.0;2.82;13.4;6.7;0.124;1586.4;56.5;1.61;1158.0;925.0;680.0;-8.1;4.89;421.3;46.5;168.6;145.5;0.95;106.6;101.7;78.3;50.1;614.0;708.0;1784;1143;66.01
2025-01-02 16:05:00;charging;73.83;61.22;0.871;44.28;44.53;56.34;361.9;109.1;3.716;3.596;3.015;8.54;3.4;1589.7;923.1;1375.0;28.4;53.4;0.982;12.26;0.054;0.197;0.267;0.0032;0.0072;580.7;102.0;2.28;0.0315;183.2;79.9;8.1;5.7;1.12;12.26;1007.0;2.6;18.0;4.3;0.256;1567.0;49.9;1.88;1101.0;913.0;796.0;-23.1;2.66;393.4;30.9;241.6;112.3;0.77;103.7;73.7;72.2;64.0;412.0;534.0;1587;228;60.0
2025-01-02 16:10:00;oxidation;98.18;34.01;0.861;42.69;46.12;42.15;437.6;83.2;3.673;3.1;3.471;8.02;4.03;1623.7;792.3;1380.7;25.3;50.7;0.897;13.02;0.114;0.062;0.306;0.0167;0.0114;338.5;114.5;4.27;0.0242;177.0;66.5;14.9;8.4;0.77;12.66;1187.0;2.68;22.9;8.9;0.248;1548.6;39.2;1.48;800.0;997.0;791.0;-4.8;4.86;345.8;40.2;188.2;134.7;0.821;124.8;79.5;67.4;76.5;527.0;600.0;515;370;64.89
2025-01-02 16:15:00;oxidation;89.14;35.9;0.853;45.07;46.75;42.1;383.4;146.5;3.497;3.652;2.923;7.79;4.34;1621.7;853.8;1537.6;24.5;43.0;0.762;13.65;0.062;0.189;0.334;0.0193;0.0091;442.0;130.6;5.97;0.0102;154.1;53.6;15.4;7.0;1.17;19.14;649.0;2.53;21.3;5.2;0.283;1573.3;49.0;1.47;338.0;990.0;883.0;-15.0;3.59;372.9;26.7;113.6;91.9;0.81;114.9;75.6;62.6;64.1;419.0;735.0;1669;1126;65.0
2025-01-02 16:20:00;tapping;77.53;56.9;0.883;57.25;55.38;40.59;418.3;113.6;3.497;2.493;2.955;7.25;4.28;1656.5;712.2;1427.4;24.3;46.9;1.095;10.54;0.085;0.113;0.294;0.0144;0.0177;546.5;146.7;6.39;0.0265;144.0;73.0;17.3;5.2;1.02;12.46;956.0;2.42;23.5;6.4;0.26;1566.3;33.6;1.33;780.0;900.0;560.0;-19.2;4.35;350.1;33.2;158.5;119.5;0.837;111.9;74.0;68.2;75.5;593.0;659.0;1736;1098;63.82
2025-01-02 16:25:00;charging;77.83;44.36;0.884;43.0;42.8;48.14;392.9;135.2;3.355;2.693;3.057;7.19;4.72;1566.7;719.4;1219.2;31.4;44.6;0.676;18.34;0.117;0.162;0.397;0.0156;0.0075;548.2;75.3;1.94;0.0385;128.5;68.7;16.8;5.2;0.51;27.28;1036.0;3.06;19.5;6.4;0.277;1560.9;41.1;1.6;917.0;867.0;1011.0;-3.4;2.99;372.5;34.0;102.2;136.7;0.771;123.6;48.2;70.3;59.5;452.0;706.0;2023;942;60.0
2025-01-02 16:30:00;oxidation;78.84;32.51;0.834;47.69;41.86;48.53;398.8;137.9;3.398;3.592;2.833;5.08;2.81;1609.3;883.6;1500.3;25.9;56.3;0.944;10.34;0.07;0.136;0.333;0.0176;0.0084;447.8;119.8;4.84;0.0188;205.7;75.3;11.9;7.4;1.75;16.68;1176.0;3.12;27.7;7.8;0.283;1608.9;46.3;2.21;1178.0;777.0;954.0;-28.5;2.48;426.1;44.7;232.4;126.0;0.948;126.2;89.1;77.7;62.7;354.0;608.0;2443;1185;66.38
2025-01-02 16:35:00;charging;75.5;44.47;0.943;50.46;44.62;42.02;344.5;108.7;3.793;3.963;3.046;8.19;5.19;1646.0;696.0;1444.3;22.5;47.4;0.978;13.87;0.071;0.173;0.352;0.0052;0.0154;633.8;136.5;3.34;0.0228;202.8;73.2;11.1;7.9;0.95;22.99;1175.0;1.97;26.9;8.2;0.252;1556.3;25.1;1.69;625.0;940.0;751.0;-6.6;4.85;377.4;36.2;188.0;119.1;0.886;117.0;86.9;78.1;86.2;160.0;590.0;1896;1143;60.0
2025-01-02 16:40:00;reduction;97.05;58.54;0.886;43.22;40.65;40.68;341.1;126.4;3.171;3.063;3.093;7.51;3.63;1620.6;875.3;1241.7;27.7;49.7;0.891;12.73;0.047;0.147;0.226;0.0161;0.0094;497.4;90.6;5.32;0.0285;120.7;70.9;15.4;7.8;1.21;16.06;958.0;3.25;15.5;6.9;0.359;1568.0;49.6;1.44;1019.0;734.0;645.0;-19.8;3.69;399.0;41.5;153.5;100.6;0.754;129.8;73.7;91.7;41.0;445.0;590.0;1829;546;65.95
2025-01-02 16:45:00;melting;69.6;50.81;0.9;47.42;48.29;44.2;412.2;114.8;2.657;3.686;3.267;9.27;4.0;1619.9;1033.9;1475.8;25.0;61.1;0.596;11.58;0.035;0.038;0.225;0.0121;0.008;520.6;136.9;0.85;0.0311;185.1;71.4;17.0;11.3;0.97;15.44;1511.0;2.5;31.2;6.8;0.235;1564.3;34.7;1.8;855.0;687.0;775.0;-16.2;3.5;304.7;31.8;173.5;102.4;0.891;98.1;67.0;85.1;68.6;626.0;665.0;2127;466;64.31
2025-01-02 16:50:00;melting;104.02;37.1;0.916;36.27;44.19;48.35;344.0;129.7;3.095;3.864;3.156;10.32;2.95;1508.7;864.1;1407.4;23.0;49.6;0.552;12.24;0.099;0.153;0.352;0.0086;0.0064;554.4;141.1;6.59;0.015;183.8;42.4;19.4;11.0;1.14;19.77;1015.0;2.59;18.0;7.1;0.277;1566.4;31.5;1.8;711.0;816.0;1000.0;-16.6;3.16;449.3;43.6;167.7;121.4;0.803;104.1;76.2;72.9;60.3;635.0;775.0;1344;572;65.72
2025-01-02 16:55:00;tapping;81.6;36.33;0.933;52.84;47.29;42.91;424.1;91.6;2.289;3.189;3.222;7.11;3.2;1606.3;950.7;1509.1;25.3;53.8;0.866;10.53;0.081;-0.026;0.317;0.0176;0.0035;271.9;150.7;7.13;0.0212;177.2;64.8;14.0;8.8;1.13;21.12;1220.0;2.32;27.1;9.8;0.039;1559.4;51.0;1.83;622.0;960.0;645.0;-16.7;3.78;389.7;34.7;170.8;114.8;0.744;109.5;60.6;73.6;75.0;465.0;571.0;2311;904;61.72
2025-01-02 17:00:00;reduction;89.48;42.07;0.862;43.32;43.57;44.75;416.7;131.8;3.091;3.852;2.974;4.78;6.07;1628.1;892.6;1344.4;35.4;39.6;0.747;16.65;0.046;0.153;0.335;0.0228;0.0186;484.7;100.5;4.07;0.0253;190.7;50.9;19.9;8.7;1.52;15.83;1382.0;2.88;18.9;5.4;0.362;1595.4;42.5;2.0;869.0;465.0;652.0;-22.5;5.99;346.0;56.4;246.0;99.2;0.678;123.2;82.4;47.8;57.5;590.0;563.0;2034;1118;60.0
2025-01-02 17:05:00;reduction;61.32;32.89;0.933;51.73;43.12;40.69;420.5;110.1;3.056;3.276;3.431;7.83;4.98;1655.8;754.2;1470.5;29.8;45.5;0.757;14.3;0.125;0.221;0.254;0.0175;0.0097;333.6;67.9;6.82;0.0253;183.7;58.4;11.3;7.3;0.36;18.38;1555.0;3.06;27.3;10.4;0.394;1620.4;36.0;2.08;840.0;815.0;756.0;-14.4;4.79;371.4;49.5;74.0;108.2;0.731;102.2;86.2;63.6;69.3;426.0;693.0;2149;734;60.0
2025-01-02 17:10:00;reduction;82.12;43.42;0.923;41.93;35.11;53.22;356.7;106.1;2.985;3.424;2.724;11.2;3.88;1596.8;801.3;1300.2;26.8;34.6;0.679;15.87;0.064;0.122;0.31;0.0157;0.0107;369.3;117.9;3.54;0.0188;200.0;75.9;18.2;8.2;1.27;25.52;1084.0;2.79;27.2;10.7;0.277;1570.9;32.8;1.79;792.0;996.0;875.0;-20.0;3.29;419.5;43.3;211.9;125.6;0.705;122.4;88.0;78.2;64.1;422.0;773.0;2534;252;69.78
2025-01-02 17:15:00;reduction;87.14;46.3;0.879;50.6;47.71;35.84;322.1;97.6;3.28;3.653;2.838;9.43;4.4;1550.8;837.2;1476.6;23.4;40.8;1.132;7.38;0.133;0.259;0.131;0.0138;0.0153;492.8;109.2;5.49;0.0064;198.3;80.5;16.9;6.8;1.54;12.44;926.0;2.56;21.9;9.2;0.211;1576.8;37.9;1.86;529.0;851.0;1028.0;-24.0;2.92;427.4;33.5;165.3;87.5;0.896;117.0;89.0;76.7;77.3;409.0;685.0;2095;1035;60.0
2025-01-02 17:20:00;oxidation;71.9;37.3;0.841;47.32;44.11;39.28;327.6;137.2;3.061;2.975;2.999;7.14;3.6;1609.8;843.5;1560.7;28.6;47.8;0.915;18.24;0.079;0.117;0.293;0.012;0.0188;537.8;90.1;6.86;0.0187;165.6;65.0;17.8;6.3;1.12;14.23;1249.0;2.92;23.3;10.1;0.359;1577.6;48.2;2.3;787.0;840.0;792.0;-13.2;3.42;413.8;38.2;162.3;130.6;0.669;125.2;80.6;72.6;61.3;516.0;800.0;952;528;63.85
2025-01-02 17:25:00;reduction;78.74;46.82;0.956;35.08;47.34;39.45;422.0;117.2;3.276;3.724;3.347;7.12;3.74;1619.6;939.0;1366.1;23.2;42.2;0.712;15.17;0.117;0.215;0.311;0.0089;0.0078;546.2;156.1;3.12;0.0402;189.1;70.3;13.8;8.2;1.85;14.81;1025.0;2.69;26.0;7.5;0.276;1611.3;47.5;1.89;1069.0;657.0;631.0;-8.8;3.77;386.3;24.3;186.1;107.8;0.84;93.4;81.7;82.9;79.5;450.0;679.0;2280;810;60.58
2025-01-02 17:30:00;oxidation;84.14;53.65;0.888;42.21;43.06;42.7;403.1;135.9;3.117;3.01;3.639;6.65;3.81;1590.4;823.4;1368.9;26.4;46.7;0.931;14.19;0.093;0.209;0.219;0.0105;0.0089;406.9;129.8;4.11;0.0281;192.9;62.4;13.2;5.4;1.14;18.66;1179.0;2.99;17.1;8.0;0.286;1560.2;37.4;2.09;505.0;904.0;1167.0;-9.4;2.4;346.4;34.6;185.4;122.3;0.712;112.7;81.2;84.3;48.4;386.0;662.0;2332;1107;76.33
2025-01-02 17:35:00;charging;79.3;60.48;0.895;33.35;50.86;50.42;381.8;133.6;2.849;3.133;3.479;10.68;4.91;1650.5;925.1;1716.0;25.5;47.9;0.53;14.19;0.047;0.172;0.316;0.0254;0.0095;461.9;102.5;3.22;0.0263;205.9;69.8;15.3;8.3;1.21;8.87;1338.0;2.26;28.3;9.3;0.335;1553.5;35.4;1.91;1130.0;1169.0;850.0;-7.2;4.83;456.9;26.6;237.3;108.0;0.64;100.7;64.1;68.8;49.0;469.0;769.0;2277;412;60.0
2025-01-02 17:40:00;tapping;95.26;42.51;0.871;43.86;43.28;40.43;396.4;130.1;3.235;3.368;3.661;4.5;5.47;1632.9;654.2;1362.3;24.6;46.1;0.75;18.74;0.01;0.193;0.15;0.0188;0.0045;385.2;41.0;4.23;0.03;132.6;83.9;17.6;6.4;1.12;18.87;1261.0;2.53;28.7;8.1;0.227;1599.0;40.8;1.81;611.0;992.0;1048.0;-14.0;5.09;308.8;38.3;70.8;114.5;0.579;107.5;93.9;82.5;56.1;352.0;660.0;2527;354;60.0
2025-01-02 17:45:00;charging;60.64;36.94;0.894;37.76;44.33;51.47;375.7;109.5;3.537;3.133;3.351;8.03;3.54;1635.8;923.0;1535.6;22.3;38.3;0.872;14.72;0.033;0.17;0.19;0.0129;0.0155;544.2;113.4;5.46;0.0264;232.3;72.4;13.5;6.5;1.34;14.13;1024.0;2.68;25.5;5.9;0.352;1564.8;42.1;1.63;882.0;1094.0;684.0;-17.1;3.71;400.9;24.8;165.2;169.0;0.751;106.9;87.0;75.0;61.1;602.0;515.0;2263;1048;60.0
2025-01-02 17:50:00;charging;79.69;67.03;0.858;57.32;52.78;35.24;373.9;123.4;2.737;3.259;2.569;7.01;4.09;1608.4;793.8;1468.0;27.8;42.0;0.404;14.09;0.058;0.158;0.213;0.0151;0.0075;446.1;105.0;7.38;0.0193;144.3;64.5;16.7;3.4;1.3;22.36;1285.0;3.24;24.2;9.1;0.211;1564.1;45.5;2.06;806.0;808.0;570.0;-18.1;2.96;360.4;38.2;149.9;89.5;0.892;105.5;77.4;85.7;78.9;319.0;606.0;1700;841;66.49
2025-01-02 17:55:00;oxidation;80.18;32.66;0.863;39.85;44.4;43.94;366.7;101.0;3.423;3.562;3.931;5.74;4.69;1652.0;671.7;1647.9;24.5;48.1;0.744;15.65;0.084;0.223;0.155;0.0178;0.0047;300.6;81.1;4.62;0.0228;158.2;63.5;11.9;8.2;0.84;20.64;905.0;2.82;27.7;6.8;0.239;1555.2;43.7;2.18;1095.0;921.0;1037.0;-15.1;5.39;336.9;33.2;166.4;153.3;0.707;119.2;108.3;81.4;72.9;614.0;593.0;1614;351;64.1
2025-01-02 18:00:00;oxidation;87.91;36.18;0.838;49.47;45.31;41.82;465.5;109.9;3.881;2.644;3.373;5.57;3.74;1659.3;863.7;1556.0;19.6;49.2;0.699;16.51;0.072;0.101;0.201;0.0096;0.0139;339.4;118.1;3.61;0.0143;153.7;53.8;20.8;7.0;1.61;21.38;892.0;2.61;18.7;10.1;0.421;1605.9;37.3;1.41;733.0;606.0;545.0;-17.7;4.77;418.7;42.4;242.5;133.4;0.699;125.1;100.3;54.0;76.8;428.0;830.0;1792;1041;69.51
2025-01-02 18:05:00;reduction;81.61;44.77;0.874;46.85;46.61;45.91;445.4;134.1;3.78;3.458;3.483;6.37;4.84;1634.2;775.4;1385.5;22.3;48.8;0.633;13.65;0.093;0.275;0.187;0.0188;0.0104;338.0;108.8;2.97;0.0285;146.4;57.5;12.7;7.5;1.61;16.44;1541.0;2.22;30.2;6.7;0.264;1623.5;49.1;1.79;960.0;802.0;1073.0;-22.3;1.63;414.1;43.2;203.3;167.5;0.718;107.0;83.4;62.2;71.9;469.0;636.0;2405;1087;66.51
2025-01-02 18:10:00;reduction;89.32;56.3;0.85;43.08;49.13;42.24;374.8;129.8;2.228;2.558;2.648;8.23;2.75;1611.7;838.3;1317.7;22.5;50.3;0.761;17.19;0.116;0.113;0.247;0.024;0.0203;479.1;117.4;4.68;0.0138;140.6;56.0;14.4;11.7;1.1;19.74;1469.0;2.37;21.8;6.3;0.19;1614.7;59.5;1.88;1067.0;805.0;1114.0;-12.4;4.57;303.0;46.7;202.3;120.8;0.557;123.6;70.6;61.6;69.9;499.0;706.0;380;268;60.0
2025-01-02 18:15:00;reduction;98.33;44.31;0.828;46.12;44.75;46.41;413.7;115.9;2.677;3.136;3.229;5.55;4.34;1633.9;854.7;1413.6;28.0;49.0;0.972;8.87;0.094;0.106;0.167;0.0154;0.0149;544.1;111.0;3.66;0.0389;179.5;81.3;17.6;7.3;1.17;13.24;1031.0;3.05;23.9;9.9;0.194;1602.5;34.3;2.1;790.0;939.0;760.0;-19.7;1.89;390.7;34.9;201.2;106.9;0.684;126.0;76.6;60.4;60.2;536.0;610.0;1165;931;66.18
2025-01-02 18:20:00;melting;80.31;33.55;0.92;39.8;56.89;40.06;393.0;124.1;2.77;2.666;3.927;8.47;3.03;1611.2;962.5;1382.1;23.2;43.1;1.107;11.09;0.11;0.173;0.24;0.0136;0.0113;397.7;119.8;7.68;0.0243;181.0;65.9;14.2;7.9;1.43;14.59;1247.0;2.87;25.8;7.7;0.172;1616.3;35.7;1.83;837.0;834.0;784.0;-24.6;5.03;338.2;34.2;159.9;134.8;0.649;104.6;74.1;73.3;62.0;213.0;767.0;164;813;69.14
2025-01-02 18:25:00;charging;84.04;56.83;0.903;55.54;37.92;36.7;407.9;108.8;3.042;3.402;3.166;10.73;2.96;1602.4;752.8;1435.6;20.8;46.1;0.593;15.29;0.06;0.157;0.223;0.0086;0.0063;472.7;100.3;7.28;0.0146;164.5;81.2;14.8;6.9;0.98;21.4;1287.0;3.4;12.7;6.7;0.212;1576.1;49.4;1.86;895.0;861.0;1077.0;-10.4;4.94;331.6;47.7;156.2;119.5;0.63;115.8;79.3;51.6;48.6;331.0;703.0;1127;884;65.95
2025-01-02 18:30:00;melting;88.81;46.09;0.899;51.22;45.51;38.01;369.7;149.5;3.185;3.206;4.041;9.75;4.25;1637.1;761.8;1481.1;25.6;52.2;0.666;16.92;0.092;0.124;0.196;0.0091;0.01;315.0;90.6;2.77;0.0379;197.9;77.1;10.3;7.7;1.14;16.09;1420.0;2.75;28.8;4.9;0.379;1595.9;45.6;1.55;846.0;686.0;870.0;-10.0;2.62;290.2;51.2;183.8;101.8;0.733;114.3;76.2;75.6;58.8;431.0;538.0;2631;242;79.26
2025-01-02 18:35:00;charging;102.71;52.09;0.867;44.48;42.45;43.35;387.5;112.2;3.133;3.307;3.681;9.67;4.55;1586.2;906.5;1453.7;25.1;48.7;0.676;15.7;0.092;0.152;0.135;0.0082;0.0139;571.4;121.6;4.26;0.0229;164.3;71.2;13.8;6.1;1.01;21.25;866.0;2.65;27.5;7.6;0.259;1594.8;54.7;1.93;906.0;792.0;751.0;-29.3;3.21;397.6;29.9;176.1;158.0;0.724;104.7;97.2;93.8;66.9;385.0;689.0;1901;428;68.55
2025-01-02 18:40:00;charging;92.81;52.82;0.884;46.74;45.85;47.22;330.1;120.5;2.97;3.249;2.412;10.8;1.84;1637.3;775.6;1628.0;29.2;49.0;0.465;18.85;0.082;0.114;0.23;0.0101;0.0016;532.6;186.7;5.81;0.0313;148.6;58.1;14.9;5.1;1.17;22.15;958.0;2.56;22.7;7.8;0.086;1573.5;41.8;1.71;870.0;835.0;826.0;-18.3;5.21;378.6;30.7;153.9;44.3;0.522;102.1;82.1;92.1;72.8;403.0;485.0;2665;1044;65.57
2025-01-02 18:45:00;tapping;95.67;34.55;0.943;40.16;41.52;43.93;389.5;110.7;2.844;2.702;3.632;7.92;5.07;1620.5;904.4;1512.3;24.4;49.4;0.866;12.78;0.063;0.116;0.216;0.0125;0.0121;320.1;61.9;4.22;0.0282;171.3;72.5;19.5;11.7;1.36;15.25;1088.0;2.89;15.8;7.4;0.32;1587.6;42.7;2.25;675.0;990.0;1023.0;-23.3;3.38;359.5;34.2;147.1;62.2;0.745;135.3;76.7;90.5;70.0;486.0;739.0;2710;359;76.02
2025-01-02 18:50:00;charging;83.14;56.79;0.865;43.28;43.58;49.85;376.1;138.6;3.18;3.656;2.988;8.55;5.81;1646.4;800.4;1444.1;25.9;51.2;0.898;16.15;0.07;0.205;0.302;0.0107;0.0103;429.0;163.0;3.9;0.0147;193.2;89.2;10.8;8.4;1.42;20.31;970.0;3.25;18.6;7.2;0.222;1609.4;40.6;1.71;907.0;710.0;927.0;-14.7;4.67;396.3;32.7;108.1;123.3;0.653;110.8;104.9;76.9;74.5;539.0;733.0;842;771;77.61
2025-01-02 18:55:00;melting;87.11;49.45;0.831;35.55;46.69;43.07;363.1;139.4;3.107;3.007;3.123;7.31;3.96;1651.3;707.3;1502.6;19.8;43.2;0.927;12.06;0.04;0.143;0.32;0.0118;0.0148;470.3;96.6;6.64;0.0149;187.4;66.5;15.5;10.2;1.89;14.76;1212.0;3.13;17.9;5.8;0.292;1559.3;51.2;1.38;781.0;1136.0;764.0;-22.6;5.12;342.1;48.5;200.3;127.8;0.744;114.1;104.1;63.4;65.8;563.0;598.0;2185;990;61.7
2025-01-02 19:00:00;charging;67.62;45.97;0.873;42.73;43.99;43.67;335.4;104.9;2.817;3.217;3.467;7.38;4.42;1645.2;911.5;1263.0;22.2;41.7;0.924;11.76;0.058;0.182;0.275;0.0181;0.0093;536.4;147.8;5.73;0.0181;200.5;81.8;21.4;10.0;0.87;26.61;1429.0;3.16;19.1;8.7;0.22;1577.7;52.9;1.73;782.0;939.0;747.0;-6.8;3.81;370.3;43.5;187.5;136.0;0.779;108.8;90.5;69.6;69.4;408.0;544.0;1346;862;62.91
2025-01-02 19:05:00;charging;77.22;40.09;0.951;49.9;49.18;42.07;360.5;166.3;3.033;4.133;3.315;8.55;4.37;1642.7;704.5;1373.7;27.7;47.1;0.963;17.78;0.105;0.148;0.258;0.0159;0.0092;459.0;146.3;7.28;0.0263;195.6;67.5;14.6;8.0;1.48;16.16;1044.0;2.49;20.1;9.6;0.116;1565.3;40.6;1.66;676.0;626.0;448.0;-13.5;0.98;340.9;31.5;197.5;114.4;0.673;112.0;112.0;88.9;68.4;521.0;522.0;1825;1115;67.91
2025-01-02 19:10:00;reduction;74.09;38.12;0.96;56.83;53.43;50.61;410.1;137.7;2.647;3.042;3.59;8.34;5.47;1640.6;895.8;1525.3;20.9;47.1;0.69;10.97;0.053;0.169;0.269;0.0183;0.0039;610.3;114.2;6.16;0.0191;149.5;66.1;18.0;10.1;1.29;15.76;1088.0;2.89;24.8;9.1;0.197;1553.8;42.7;2.06;1144.0;847.0;989.0;-21.0;0.36;374.8;42.0;194.2;146.0;0.812;128.0;88.4;82.1;81.4;563.0;511.0;2277;292;60.0
2025-01-02 19:15:00;melting;97.51;57.38;0.915;45.69;44.8;54.09;399.8;131.4;2.692;3.107;2.81;7.23;4.95;1624.4;815.5;1537.3;24.5;48.5;0.511;15.75;0.063;0.253;0.253;0.0143;0.0128;427.0;123.7;4.95;0.0239;152.7;51.8;21.8;11.7;1.32;13.53;1029.0;2.33;28.3;7.8;0.199;1610.8;46.8;2.0;1219.0;653.0;1023.0;-17.2;2.12;413.0;34.4;154.5;118.0;0.72;104.7;82.9;83.6;70.2;552.0;660.0;2163;756;70.0
2025-01-02 19:20:00;oxidation;81.62;52.1;0.957;38.89;37.56;48.52;335.0;119.7;3.116;3.098;3.307;8.72;2.33;1635.6;718.5;1596.0;22.6;44.0;0.971;15.57;0.091;0.077;0.202;0.0123;0.0126;480.1;112.8;5.86;0.0192;176.3;54.3;18.2;5.7;1.49;19.73;942.0;2.88;19.8;6.4;0.211;1559.9;50.8;1.84;971.0;816.0;915.0;-12.7;3.55;290.5;31.6;139.5;106.4;0.586;122.2;77.2;79.2;39.9;472.0;475.0;1660;548;77.86
2025-01-02 19:25:00;melting;72.46;42.16;0.863;51.79;39.63;42.62;374.2;97.4;3.836;3.197;3.1;8.5;4.87;1626.5;947.2;1206.2;22.7;46.0;0.905;10.07;0.09;0.067;0.196;0.0213;0.0088;258.8;113.1;4.65;0.0165;195.4;72.4;18.1;6.0;0.71;19.19;1195.0;2.73;20.4;6.4;0.173;1604.1;43.1;2.22;650.0;543.0;769.0;-12.5;3.86;470.2;17.6;159.9;172.2;0.725;116.8;77.5;73.4;74.8;465.0;451.0;2151;370;60.0
2025-01-02 19:30:00;reduction;79.11;60.35;0.897;34.23;42.64;46.2;357.4;136.7;2.797;2.979;3.417;11.15;3.86;1605.7;859.5;1436.7;25.4;40.9;1.011;19.58;0.062;0.104;0.163;0.012;0.0171;278.7;82.3;4.3;0.0321;158.8;72.4;14.6;7.6;1.11;22.46;1229.0;2.87;19.5;4.1;0.352;1576.2;46.2;1.52;740.0;704.0;1157.0;-15.6;2.93;432.7;20.3;154.0;106.3;0.645;104.1;102.6;90.4;73.3;444.0;683.0;2132;477;61.28
2025-01-02 19:35:00;melting;90.75;47.14;0.85;44.74;50.56;43.75;354.7;98.2;3.195;3.907;3.541;9.66;3.34;1628.7;837.3;1399.9;29.2;48.4;0.68;14.08;0.054;0.201;0.249;0.0155;0.0097;497.0;169.6;5.49;0.0279;150.9;68.9;17.8;7.7;0.91;20.92;1212.0;2.64;15.9;10.1;0.251;1582.0;39.8;2.09;789.0;794.0;670.0;-16.3;3.02;364.3;45.1;139.4;98.5;0.848;100.5;87.8;68.9;43.2;445.0;521.0;882;567;70.34
2025-01-02 19:40:00;charging;90.15;33.05;0.927;47.01;48.82;45.59;387.5;106.8;2.617;3.344;3.332;9.7;1.87;1637.3;857.3;1524.6;22.1;44.3;0.691;15.68;0.106;0.08;0.333;0.0165;0.0152;572.7;110.6;5.9;0.0467;240.7;41.2;16.6;6.1;1.3;21.28;1514.0;2.5;12.1;8.8;0.309;1573.8;47.9;1.82;805.0;662.0;898.0;-12.5;4.3;345.4;31.9;197.9;117.3;0.793;108.3;98.3;68.4;55.9;355.0;486.0;1665;998;60.0
2025-01-02 19:45:00;melting;68.61;52.74;0.835;39.61;46.79;44.78;374.0;127.3;3.618;3.171;2.685;7.08;3.29;1613.2;987.2;1476.7;24.4;46.3;0.622;18.09;0.044;0.132;0.176;0.0168;0.0115;395.7;112.0;3.24;0.0288;154.3;64.2;15.7;11.0;1.44;17.85;1487.0;2.26;23.6;9.0;0.393;1594.9;55.5;1.48;896.0;792.0;686.0;-18.3;2.78;344.1;48.1;150.4;138.6;0.856;112.2;60.5;68.2;57.1;441.0;523.0;1045;350;60.0
2025-01-02 19:50:00;charging;62.55;33.94;0.872;50.37;43.78;50.23;414.9;111.3;3.11;3.188;2.682;6.96;3.47;1577.3;725.5;1458.1;23.7;37.8;0.377;12.18;0.113;0.171;0.293;0.0121;0.0091;381.0;130.6;4.42;0.0334;182.8;47.3;16.5;7.5;1.2;17.03;1386.0;3.27;20.0;8.1;0.363;1595.5;48.9;1.86;668.0;1016.0;583.0;-3.1;3.91;359.6;27.0;150.0;137.9;0.641;106.9;73.7;87.9;63.4;330.0;551.0;174;1010;68.28
2025-01-02 19:55:00;tapping;84.94;53.76;0.887;39.84;46.26;43.25;291.3;137.6;3.885;3.438;3.316;9.63;3.41;1656.8;882.6;1531.0;22.3;45.8;0.77;9.56;0.087;0.105;0.308;0.018;0.0089;434.4;141.0;5.39;0.0209;186.6;58.2;16.5;6.6;1.08;20.8;1113.0;2.84;16.1;8.0;0.278;1558.4;50.5;2.07;575.0;1305.0;723.0;-15.4;2.42;417.3;35.2;181.3;158.3;0.696;107.5;92.3;91.8;75.0;371.0;783.0;1629;796;69.2
2025-01-02 20:00:00;charging;88.68;43.87;1.033;46.26;51.16;45.72;348.9;119.4;3.617;2.357;3.366;9.07;2.05;1665.3;924.7;1435.1;28.4;42.8;1.134;17.19;0.044;0.124;0.273;0.0056;0.0098;389.9;71.9;4.56;0.0344;195.0;66.9;11.8;11.5;1.56;19.11;1266.0;2.68;26.9;9.1;0.158;1535.8;39.1;1.65;983.0;941.0;1029.0;-17.2;3.14;326.2;39.4;123.2;124.0;0.723;121.6;85.1;63.6;54.2;476.0;733.0;924;869;63.08
